0.44984,8.45194
8.43583,6.28937
2.93172,5.87543
2.96918,0.0849
7.83386,0.34458
2.74602,7.12431
5.61058,8.31969
9.42446,3.00446
0.69718,4.20386
6.18562,5.86069
4.69509,9.73362
6.62706,4.57037
2.34327,2.18285
5.98307,0.30179
1.4031,8.76817
9.62435,1.574
1.51669,0.19076
7.79303,7.92173
9.01208,1.66469
5.3328,2.879
0.30106,3.9866
9.06567,6.29008
1.19572,2.8361
8.83334,7.65601
6.32195,4.97121
2.69861,8.33671
9.22563,1.51708
6.57905,3.93206
4.39881,9.48722
5.18817,6.09345
3.53331,1.40353
3.86655,9.02487
5.95273,4.61114
6.84865,0.56348
9.83274,6.74562
6.38494,0.699
3.20882,8.493
4.54311,3.50114
8.75129,8.89829
8.82722,0.83621
9.94486,3.10896
4.49935,4.11534
8.54054,0.68816
1.80516,5.75932
3.12281,4.84438
2.19011,4.43959
4.52776,7.92769
0.27357,8.2956
8.30949,8.1774
8.2675,4.69407
5.85022,1.99127
3.62388,4.82648
5.10992,5.8604
7.698,9.81896
3.19727,7.68993
5.29121,6.087
2.25416,0.02684
7.70551,9.2819
7.94367,8.34955
8.12418,5.15598
8.7525,9.83602
5.52169,1.97948
3.81941,7.14777
1.19575,0.77053
8.59025,4.53906
7.60124,1.6135
3.5828,5.22441
5.87321,1.69056
4.30126,9.51917
6.83265,9.98702
7.98263,8.43179
2.88024,9.93168
2.32835,2.89712
9.09777,4.97313
5.89021,7.36496
4.78893,5.96122
7.28649,2.33359
4.71559,7.85148
0.06534,1.94485
1.51034,0.9034
3.70323,2.81578
0.75571,6.48318
3.39601,0.24212
8.35059,1.2273
6.94847,6.65511
9.82534,5.91624
2.74385,6.14985
1.73075,9.02154
5.53284,9.62415
6.52256,0.9427
5.32645,8.20274
3.6456,9.12402
2.48842,6.24492
9.82121,9.5825
0.59273,1.07639
0.27927,0.49033
0.17384,3.68556
7.49834,9.29274
1.54598,1.94681
8.91343,8.70927
5.56431,3.02612
1.3992,3.01609
9.50013,3.21986
9.26089,5.54262
1.09884,9.06992
1.36384,0.11131
6.47986,4.72405
5.52327,2.83088
2.51448,2.00731
8.72178,0.39458
1.91892,0.34851
5.13422,3.61007
5.02656,3.82391
3.82955,5.39807
3.25567,3.57172
3.16072,9.69449
3.1801,7.63228
1.85712,9.35799
8.78851,0.68135
4.20588,3.31636
7.23992,6.93803
0.45241,0.44043
1.28186,3.84857
0.31972,4.19387
0.81403,5.14609
7.62161,0.30312
1.28201,1.99415
1.68102,9.57209
5.92818,9.29921
8.51988,7.91421
9.94429,3.2433
7.55215,8.67062
4.63829,7.35127
0.9612,9.25114
4.98085,3.39713
6.30197,5.34697
1.29864,1.73461
4.70839,7.61341
8.93498,4.92224
6.19658,6.48315
9.46334,4.73724
6.08052,9.82221
5.75589,3.6515
8.80025,1.07054
1.16059,3.35013
6.63642,3.23085
5.21448,2.60242
8.07004,1.28364
8.88272,6.96608
6.33572,3.40553
8.02688,5.88358
0.72079,3.45256
1.85036,2.34139
4.34771,9.75606
4.53926,9.31863
0.22845,0.01712
0.99139,2.30039
9.17864,1.8322
6.29246,1.38682
1.08967,4.2973
6.19232,3.39197
7.93895,5.97699
0.11308,5.33162
6.96041,2.37959
3.95969,3.01408
2.60151,2.90378
5.68432,0.69318
5.98814,9.19402
4.24741,6.30758
6.87596,9.95749
6.70747,7.32719
0.5434,6.62835
5.6703,2.08425
9.30978,2.45307
1.02995,0.01302
8.29181,2.95615
3.34657,4.9554
6.65245,7.72531
8.30665,3.39145
5.29361,8.13697
7.58754,1.54038
3.92032,4.35962
9.56449,6.01005
4.24503,6.65318
2.99841,7.88377
7.74705,7.50405
0.45351,9.05433
9.82408,9.79722
6.49699,0.96829
3.61906,3.18271
9.37273,5.56296
3.99805,6.9004
6.83046,0.77332
6.54458,9.86552
5.46781,6.55904
5.42863,6.59039
5.57928,0.51332
0.17357,8.48701
7.02755,0.95642
5.69428,3.7745
4.21963,2.6611
9.4853,1.28383
5.00075,9.29519
3.55904,8.67722
5.34731,1.50384
3.91946,9.49615
2.54072,1.36632
5.59865,5.88147
4.42852,6.44301
4.95939,2.19411
3.62373,4.67993
4.3988,3.82594
7.11103,8.02903
8.31796,2.29891
0.08135,5.32418
3.80771,5.45777
1.41294,0.13346
3.07119,5.14768
5.86416,1.98224
8.47231,9.53395
3.52827,9.02369
6.81974,7.7811
8.74457,2.42714
9.33051,2.37485
2.37209,0.28127
6.96325,5.45805
5.5111,8.48127
1.6212,4.35679
4.21269,4.24442
5.90752,7.09589
9.90055,2.57325
7.26489,6.02487
6.04427,4.30397
9.61972,2.70383
1.37628,5.39779
4.1123,5.44776
0.84576,4.04506
7.9374,7.69934
3.98197,8.13019
8.62824,8.11992
8.9687,8.89726
4.27011,5.36484
7.39787,1.7917
9.75989,0.90319
6.90962,2.91001
6.55447,4.97143
2.03895,8.15208
9.55289,2.47456
8.09291,6.28161
5.82301,6.78026
5.41718,3.55898
6.31477,7.44251
7.72495,8.74664
8.62893,5.53991
8.17271,0.61311
6.59089,5.20703
6.41367,7.72339
1.1082,4.16235
2.29551,7.82968
3.06552,6.54723
6.65192,9.31953
9.94359,9.38431
2.88632,6.35294
9.56099,6.38137
7.81072,7.78286
6.46436,4.64383
4.20289,8.17559
1.32476,2.06041
2.35956,7.14716
4.28648,8.58278
5.95583,9.51425
8.00502,1.39468
1.80765,6.86231
7.68984,0.9479
0.38162,7.81245
9.36354,7.62647
3.76748,7.87006
9.19261,5.22996
2.97707,0.95565
7.65941,7.83374
5.24331,9.09947
4.46689,2.72136
4.83897,5.10258
8.36235,7.21765
4.7542,3.15565
9.00036,6.59528
9.19771,4.06573
7.3279,4.55761
4.76805,9.28597
2.05572,9.28561
6.80854,5.16711
6.50663,7.51661
0.67197,4.97985
1.65138,4.73609
7.99917,4.90219
4.94732,1.7957
0.70052,6.26178
7.52184,4.2452
8.95511,8.56154
3.53071,0.56588
6.16965,9.10095
6.65035,4.68047
1.0746,4.23255
2.48801,5.93756
1.80564,2.84885
6.13109,2.98758
5.23545,9.95467
3.07055,7.56023
1.5295,3.39696
4.26258,8.34678
5.07618,6.60966
3.51405,9.86779
5.62513,3.49429
8.19221,9.39752
4.06811,1.56026
5.0243,7.68133
3.81894,9.69582
9.74961,5.27807
3.3773,3.42873
1.21114,3.20865
2.77032,5.00489
1.6604,3.98542
2.28906,7.83904
9.59967,7.54636
