2.41787,0.765473
1.8615,4.50035
8.83734,9.82071
4.05064,4.39463
4.49344,0.199481
5.59868,1.29701
2.27934,1.41582
0.0978551,1.6783
7.59138,5.83393
5.40678,5.91347
5.46513,6.1902
3.88141,1.3841
0.560703,4.72591
4.70814,0.882643
5.83808,8.6793
9.52454,0.699229
4.9844,9.81523
9.33835,6.1638
6.53278,7.48268
0.922305,8.79003
6.08231,6.53627
3.73531,5.52067
4.3005,2.02233
1.93962,6.60231
8.78676,7.07228
5.20527,5.03481
2.75777,0.395511
4.15743,0.428409
7.06891,4.57358
3.69838,0.196349
2.17255,8.58273
5.1983,4.18521
9.85355,0.0694745
1.86265,3.75991
6.49743,3.93538
0.511433,0.419933
4.66672,6.96653
7.78393,2.01665
9.69058,0.370758
6.05294,7.96161
0.967842,3.7893
9.2476,3.73548
1.57367,3.19346
4.9393,0.282573
3.59179,5.52331
3.14042,4.25198
0.99884,3.73506
1.42568,2.75107
2.53547,1.65146
7.71179,6.90666
3.59093,8.03162
1.13393,6.0281
8.83059,3.76764
3.90979,5.52439
3.93334,0.815315
7.20362,7.77638
5.15362,2.92797
0.41898,2.3077
1.22158,2.0484
1.82574,2.04486
1.16709,2.58134
8.51353,8.2385
0.0401547,1.02491
4.70259,2.42937
4.8021,2.0746
1.17358,5.425
4.86885,7.5556
3.73859,6.44919
0.826305,4.94866
5.32364,6.82151
2.83672,1.72652
7.47491,6.55471
3.15024,5.65216
7.90724,8.86967
6.56307,5.04952
1.35982,3.77093
1.03733,5.64727
9.12041,1.26837
3.78142,4.98105
3.80348,0.0797315
4.72024,9.61633
2.46336,3.66361
5.59192,6.32587
5.31149,8.17816
8.29483,9.63346
6.45213,2.2855
7.17008,8.4508
4.88944,6.44283
1.04457,6.27755
0.0106204,9.3305
9.72704,7.61113
0.393141,0.0315861
4.76559,9.87997
0.0798969,8.43628
9.61859,9.93831
6.00666,5.47888
1.95756,1.04284
7.83093,1.77216
8.37416,4.18066
1.27569,1.46753
7.18274,3.81569
2.25221,5.6007
8.80692,5.73555
9.80209,6.26601
7.55503,5.56856
1.15487,9.00521
7.78606,3.42615
8.95024,4.45103
4.33452,5.04519
5.5833,5.85418
3.58417,0.418507
9.43225,6.31751
9.99908,7.33153
1.98857,7.3449
1.67327,3.37645
0.676181,5.45697
1.40917,1.25587
6.57052,6.94936
0.753189,1.32892
0.335031,7.00837
7.43977,8.24856
8.21221,2.17163
3.17285,4.80531
2.99081,4.85428
4.73582,2.54248
4.14584,4.00988
4.90456,3.96162
0.910445,9.43235
8.98543,0.508829
3.30124,9.63064
4.27673,2.86832
3.38362,4.18246
4.45889,5.03051
9.36321,7.92417
1.0474,7.74128
1.82021,3.14651
1.2682,2.38882
6.59389,2.65588
7.3884,2.28446
0.760074,6.22141
3.6408,3.17114
6.09659,1.94375
5.8571,9.56176
9.2306,0.282881
1.9417,5.58376
7.35994,9.74467
0.203024,3.32095
1.69195,6.40914
6.22532,5.8947
7.05535,7.04975
1.80435,6.77304
3.80957,6.16163
0.285993,5.91059
0.768661,6.11711
6.38046,7.88642
5.19463,6.64077
1.95739,9.86627
0.142298,6.18447
2.79985,3.65665
8.59427,1.3242
3.13657,1.82857
7.68673,1.74454
8.10215,4.39842
5.09674,5.50327
1.70229,9.44282
6.7446,3.98345
6.03569,3.70435
8.22771,9.644
2.78665,4.61273
3.53054,3.3018
7.54942,0.767598
9.46809,5.13312
0.875275,1.01279
9.08458,6.47465
9.66483,6.26316
9.32598,0.13637
9.99433,7.599
4.10993,1.23398
7.9976,8.67728
6.83447,0.668786
1.40191,7.65155
7.44951,6.85098
8.42758,4.60591
1.24477,7.79196
4.6134,4.63302
8.07773,7.7069
3.40138,9.9017
3.99482,2.85025
2.72188,2.10834
5.03564,0.491234
5.1378,9.52827
2.19586,4.12703
8.33954,9.50682
5.89698,9.1459
1.88879,2.9808
0.697876,6.09153
4.87844,5.21622
9.43882,1.88625
9.94329,6.7273
6.18159,1.78379
6.87805,2.85086
1.35978,8.06776
5.71478,2.91505
7.93861,5.07343
1.81926,3.86428
8.0365,3.65236
2.07886,5.93325
5.39802,6.30345
1.69613,6.42523
5.50298,2.00218
7.14285,2.66409
3.92007,9.73751
4.88368,2.90687
5.00653,4.24118
6.49352,1.57497
5.89392,2.79867
2.44078,7.75001
9.28411,5.60897
1.57532,2.71701
7.09283,2.49518
7.30397,9.40755
5.40278,8.65703
3.58943,2.61159
3.48812,4.51389
5.69863,5.46288
6.8123,1.6667
6.04105,1.88415
5.18511,8.49203
4.36937,1.21304
2.52521,2.92032
2.02787,4.38062
4.45345,3.05799
5.19909,8.71956
4.3695,8.81103
6.27092,8.78696
5.9162,9.37786
5.08817,1.68055
1.20003,6.24826
1.92658,7.8828
0.0275811,6.99144
3.81064,9.55323
0.355277,0.873517
6.18181,6.74285
2.81288,0.385486
7.79263,8.29839
3.43864,9.35757
3.36165,7.73551
5.82818,0.724809
0.570678,2.34911
2.37841,8.86541
9.82833,1.05686
6.63155,1.59081
9.30937,5.40121
5.9028,5.01561
5.86631,3.46315
2.33172,2.55597
5.75538,0.168315
2.66766,8.10113
1.95521,6.63932
2.40678,6.43756
8.43236,1.011
5.88112,5.87618
4.95586,8.26942
3.81708,4.52031
3.88286,6.46443
2.85546,4.50602
7.69719,9.07338
8.84613,4.58542
2.50317,0.189797
8.04867,7.43476
2.7908,6.31557
0.764434,6.04302
9.96632,1.79002
9.21727,6.17064
0.507658,5.25275
1.56621,1.15243
6.2183,9.66592
9.9585,6.27575
4.25722,2.4915
1.44647,6.87289
5.15754,2.8537
3.67145,5.17058
8.80206,3.0225
7.52712,7.37601
